frankx.ai-vercel-website	agent/claude/refresh-branch-audit	37	4	450:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/claude/v0-blueprint	60	2	336:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/claude/v0-products	59	3	338:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/claude/vercel-cost	14	1	641:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/claude/warriors-book-one	37	1	458:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/ai-architect-guide-2026-preview	19	8	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	agent/codex/ai-architect-guide-2026	17	8	587:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/branch-audit-20260825	18	2	566:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/family-ai-operating-system	64	8	266:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/frankx-agent-intelligence-20260804	43	2	420:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/frankx-ai-architecture-20260712	65	1	271:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/frankx-codex-plugins-guide-20260715	63	1	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	agent/codex/frankx-earbuds-2026	81	2	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	agent/codex/human-mastery-patternos	22	3	484:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/human-proof-studio-20260730	47	12	408:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/media-governance-hardening	26	31	456:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/metadata-integrity-20260725	52	1	368:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/music-lab-violin	22	5	541:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/mvu-day8-unhooking	50	3	377:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/qwen-38-release	31	3	477:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/signal-note-2026-08-15	27	3	476:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/spline-mcp-article	23	1	531:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/starlight-retreat-vision-20260714	63	12	276:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/tallinn-tribe-studio-20260714	62	5	278:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/codex/vault-refresh-388	49	4	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	agent/codex/vercel-wip-cost-guard-20260830	17	1	608:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/gemini/agency-swarm-brand-factory	28	1	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	agent/gemini/auctions-upgrade	63	1	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	agent/gemini/tallinn-reconciliation-main-prod	62	7	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	agent/hermes/accelerator-surface	62	1	321:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/hermes/ai-architect-studio	24	1	523:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/hermes/arrival-golden-age	35	7	461:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/hermes/commerce-launch-os-20260810	36	1	462:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/hermes/estate-public	28	9	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	agent/hermes/frankx-decision-instrument-20260812	32	3	473:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/hermes/frontend-excellence-20260811	36	5	463:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/hermes/salvage-media-guard-20260823	22	4	522:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/hermes/template-catalog-conversion-foundation	50	1	389:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/witali-father-code	68	2	382:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	agent/worktree-sync	89	1	null:null	KEEP-no-pr-unique
frankx.ai-vercel-website	claude/ai-architecture-templates-65188c	58	36	210:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	claude/architecture-agent-strategy-54ntqb	18	2	594:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	claude/build-llm-research-hub-75ba8	47	8	166:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	claude/ecosystem-audit-strategy-7ovdli	77	6	196:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	claude/exec-hardening-ruxnO	97	2	168:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	claude/fable-cover-v3-spiral	73	1	225:CLOSED	REVIEW-pr-closed
frankx.ai-vercel-website	claude/frankx-freemium-experience-hJuk4	83	2	204:CLOSED	REVIEW-pr-closed
agentic-ops-hub	agent/book/cli-max-wiring	60	4	20:CLOSED	REVIEW-pr-closed
agentic-ops-hub	agent/book/online-5666907	61	4	10:CLOSED	REVIEW-pr-closed
agentic-ops-hub	agent/book/p4-online	61	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-control-plane-20260829	17	12	55:CLOSED	REVIEW-pr-closed
agentic-ops-hub	agent/c940/fleet-spring-20260809-0708	37	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-spring-20260809-1400	37	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-spring-20260809-2100	37	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-spring-20260809	38	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-spring-20260810-0000	37	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-spring-20260810-0700	36	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-spring-20260810-1400	36	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-spring-20260810-2101	36	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/fleet-spring-20260811-0001	36	1	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/hb-refresh-20260825-t5	21	1	52:CLOSED	REVIEW-pr-closed
agentic-ops-hub	agent/c940/massive-action-receipts-20260803	16	15	31:CLOSED	REVIEW-pr-closed
agentic-ops-hub	agent/c940/sovereign-control-plane	58	4	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/c940/starlight-intelligence-architecture	54	4	27:CLOSED	REVIEW-pr-closed
agentic-ops-hub	agent/claude/token-planner-launcher-safety	60	5	21:CLOSED	REVIEW-pr-closed
agentic-ops-hub	agent/cleanup-sync	89	2	null:null	KEEP-no-pr-unique
agentic-ops-hub	agent/hermes/open-core-boundary	62	1	9:CLOSED	REVIEW-pr-closed
agentic-ops-hub	claude/wealth-os-agent-architecture-efj4hb	75	2	7:CLOSED	REVIEW-pr-closed
agentic-ops-hub	codex/ecosystem-command-center-main	64	3	2:CLOSED	REVIEW-pr-closed
agentic-ops-hub	copilot/add-readme-visuals	96	1	null:null	KEEP-no-pr-unique
FrankX	agent/antigravity/lead-funnels-v1	41	10	null:null	KEEP-no-pr-unique
FrankX	agent/antigravity/v0-sovereign-creator-engine	22	1	null:null	KEEP-no-pr-unique
FrankX	agent/c940/acos-l99-eis-preserve-20260909	122	8	null:null	KEEP-no-pr-unique
FrankX	agent/c940/ai-coe-hub-preserve-20260909	130	1	null:null	KEEP-no-pr-unique
FrankX	agent/c940/library-os-ikigai-books-preserve-20260909	119	3	null:null	KEEP-no-pr-unique
FrankX	agent/claude/books-registry-hygiene	22	1	null:null	KEEP-no-pr-unique
FrankX	agent/claude/music-skills-sync	41	10	null:null	KEEP-no-pr-unique
FrankX	agent/claude/music-weekly-scan	28	11	null:null	KEEP-no-pr-unique
FrankX	agent/claude/newsletter-pipeline	42	7	null:null	KEEP-no-pr-unique
FrankX	agent/claude/research-fanout-2026-08-30	16	2	150:CLOSED	REVIEW-pr-closed
FrankX	agent/codex/ai-lab-procurement-dossier	82	2	null:null	KEEP-no-pr-unique
FrankX	agent/codex/constellation-strategy	56	1	102:CLOSED	REVIEW-pr-closed
FrankX	agent/codex/network-intelligence	58	5	99:CLOSED	REVIEW-pr-closed
FrankX	agent/codex/portfolio-arr-20260721	56	4	100:CLOSED	REVIEW-pr-closed
FrankX	agent/codex/reality-architecture	64	10	87:CLOSED	REVIEW-pr-closed
FrankX	agent/gemini/agency-swarm-brand-factory	28	1	null:null	KEEP-no-pr-unique
FrankX	agent/gemini/arena-hub-elevation	62	4	null:null	KEEP-no-pr-unique
FrankX	agent/gemini/auctions-upgrade	63	1	null:null	KEEP-no-pr-unique
FrankX	agent/gemini/consolidated-main	62	25	90:CLOSED	REVIEW-pr-closed
FrankX	agent/gemini/tallinn-reconciliation-main	62	25	null:null	KEEP-no-pr-unique
FrankX	agent/hermes/strategy-ssot-gtm-autonomous	60	3	null:null	KEEP-no-pr-unique
FrankX	agent/hermes/strategy-ssot-gtm-clean	60	6	96:CLOSED	REVIEW-pr-closed
FrankX	agent/hermes/strategy-ssot-gtm-portfolio	60	4	null:null	KEEP-no-pr-unique
FrankX	agent/hermes/strategy-ssot-gtm-portfolio-rankings	60	5	null:null	KEEP-no-pr-unique
FrankX	agent/hermes/strategy-ssot-gtm-ten-to-100	59	7	null:null	KEEP-no-pr-unique
FrankX	agent/quest-os-game	35	2	null:null	KEEP-no-pr-unique
FrankX	agent/research-fanout/weekly-2026-06-28	79	2	68:CLOSED	REVIEW-pr-closed
FrankX	agent/research-fanout/weekly-2026-08-23	23	1	139:CLOSED	REVIEW-pr-closed
FrankX	agent/research-fanout/2026-W25	86	3	63:CLOSED	REVIEW-pr-closed
FrankX	agent/weekly-research-fanout/2026-w33	30	3	131:CLOSED	REVIEW-pr-closed
FrankX	claude/ai-native-positioning-x7f4zo	65	3	85:CLOSED	REVIEW-pr-closed
FrankX	claude/creator-os-linkedin-epekb4	68	5	81:CLOSED	REVIEW-pr-closed
FrankX	claude/ecosystem-audit-strategy-7ovdli	77	2	64:CLOSED	REVIEW-pr-closed
FrankX	claude/frankx-book-github-redesign-jjw5kg	89	4	62:CLOSED	REVIEW-pr-closed
FrankX	claude/frankxai-10-affiliate-github-resources	95	3	57:CLOSED	REVIEW-pr-closed
FrankX	claude/music-intelligence-vibe-os-s911w0	56	21	65:CLOSED	REVIEW-pr-closed
FrankX	claude/wealth-os-agent-architecture-efj4hb	60	7	69:CLOSED	REVIEW-pr-closed
FrankX	claude/weekly-review-strategy-ctcruu	65	1	86:CLOSED	REVIEW-pr-closed
FrankX	copilot/affiliate-github-repos-resources	96	2	56:CLOSED	REVIEW-pr-closed
agentic-ops	agent/automation-runtime-strategy	37	3	11:CLOSED	REVIEW-pr-closed
agentic-ops	agent/claude/bridge-hardening	68	{"message":"No common ancestor between main and agent/claude/bridge-hardening.","documentation_url":"https://docs.github.com/rest/commits/commits#compare-two-commits","status":"404"}	null:null	KEEP-no-pr-unique
agentic-ops	agent/claude/c940-vacation-envelope	15	8	null:null	KEEP-no-pr-unique
agentic-ops	agent/codex/activate-observability-fleet	61	7	4:MERGED	SAFE-squash-merged
agentic-ops	agent/codex/activate-platform-architecture	37	3	12:MERGED	SAFE-squash-merged
agentic-ops	agent/codex/empire-registry-foundation	37	40	6:MERGED	SAFE-squash-merged
agentic-ops	agent/codex/media-control-plane	32	24	14:CLOSED	REVIEW-pr-closed
agentic-ops	agent/codex/media-deploy-hardening	37	6	15:MERGED	SAFE-squash-merged
agentic-ops	agent/codex/media-fabric-foundation-20260810	37	15	7:CLOSED	REVIEW-pr-closed
agentic-ops	agent/codex/media-platform	37	1	8:MERGED	SAFE-squash-merged
agentic-ops	agent/codex/media-source-map	37	1	9:MERGED	SAFE-squash-merged
agentic-ops	agent/codex/observability-v1	61	14	3:MERGED	SAFE-squash-merged
agentic-ops	agent/hermes/open-core-split	62	1	1:CLOSED	REVIEW-pr-closed
agentic-ops	agent/hermes/railway-platform-hardening	31	6	17:CLOSED	REVIEW-pr-closed
agentic-ops	codex/starlight-execution-graph-20260814	32	8	16:CLOSED	REVIEW-pr-closed
starlight-command	agent/claude/vacation-hardening	15	{"message":"No common ancestor between main and agent/claude/vacation-hardening.","documentation_url":"https://docs.github.com/rest/commits/commits#compare-two-commits","status":"404"}	null:null	KEEP-no-pr-unique
claude-code-config	agent/codex/reality-architecture	64	3	1:CLOSED	REVIEW-pr-closed
claude-code-config	codex/private-license-finish-20260827	19	3	6:MERGED	SAFE-squash-merged
arcanea-ai-app	agent/claude/arcanea-linkfix	75	11	184:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/claude/arcanea-revenue-door-fix	18	1	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/claude/arcanea-truth-pass-20260830	15	2	318:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/claude/gallery-mvp	72	4	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/claude/genesis-providers	99	3	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/claude/world-foundation	99	2	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/claude/world-ingest	99	3	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/claude/world-integration	96	10	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/claude/world-render-book	99	3	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/claude/world-render-surface	99	3	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/codex/editorial-contract-20260828	17	10	297:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/design-kernel-80830c6-repin	52	2	211:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/guardian-fail-closed-20260725	52	4	209:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/hermes/homepage-truth-keep-canon-20260830	17	1	301:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/hermes/living-codex-forge	61	1	null:null	KEEP-no-pr-unique
arcanea-ai-app	agent/hermes/mcp-http-public-20260830	16	7	303:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/hermes/music-dna-academy	61	1	199:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/hermes/owl-academy-scroll-preview	61	1	197:CLOSED	REVIEW-pr-closed
arcanea-ai-app	agent/security-dependency-closure-20260725	52	14	208:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/arcanea-crowd-machine-qd4f85	75	5	185:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/arcanea-kraken-monster-system-t24p73	76	11	173:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/arcanea-lore-worldbuilding-ic9exp	82	10	177:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/arcanea-mobile-design-premium-24ftmz	37	2	240:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/arcanea-mobile-e2e-refinements	81	3	178:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/arcanea-motion-system-gsap	81	4	176:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/arcanea-redesign-6pages	85	4	161:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/arcanea-strategy-platform-r5zyme-rebase	27	4	null:null	KEEP-no-pr-unique
arcanea-ai-app	claude/arcanea-web3-marketplace-op4qnl	84	5	175:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/chat-experience-enhancement-NJM8l	104	2	151:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/ci-lighthouse-permissions	104	1	152:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/design-skills-management-q19b59	71	5	186:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/las-tierras-chapters-fix-gGgnZ	105	2	150:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/premium-web-os-system-vfsfgh	77	4	180:CLOSED	REVIEW-pr-closed
arcanea-ai-app	claude/system-wide-upgrade-audit-q1q6k4	52	2	206:CLOSED	REVIEW-pr-closed
arcanea-ai-app	codex/agent-cockpit	95	1	null:null	KEEP-no-pr-unique
arcanea-ai-app	codex/arcanea-homepage-world-engine	67	7	255:CLOSED	REVIEW-pr-closed
arcanea-ai-app	codex/arcanea-product-rebuild-20260714	63	1	null:null	KEEP-no-pr-unique
arcanea-ai-app	codex/arcanea-truth-pass-arc-rel-001-20260827	17	29	296:CLOSED	REVIEW-pr-closed
arcanea-ai-app	codex/visual-qa-fail-closed-20260725	26	5	207:CLOSED	REVIEW-pr-closed
arcanea-ai-app	cursor/arcanea-infinite-canvas-board-5f56	21	1	290:CLOSED	REVIEW-pr-closed
arcanea-ai-app	cursor/drop-homepage-costume-integers-f1d4	17	3	295:CLOSED	REVIEW-pr-closed
arcanea-ai-app	cursor/fix-library-conflict-markers-d37a	31	1	262:CLOSED	REVIEW-pr-closed
gencreator.ai	agent/c940/sol-moe-evolution	59	2	null:null	KEEP-no-pr-unique
Starlight-Intelligence-System	agent/c940/sovereign-memory-maint-20260806	28	21	null:null	KEEP-no-pr-unique
Starlight-Intelligence-System	agent/claude/substrate-security-and-adoption	15	8	null:null	KEEP-no-pr-unique
Starlight-Intelligence-System	agent/codex/portfolio-agent-registrar-20260816	30	16	89:CLOSED	REVIEW-pr-closed
Starlight-Intelligence-System	agent/codex/starlight-public-install-truth	53	2	null:null	KEEP-no-pr-unique
Starlight-Intelligence-System	agent/hermes/media-guard-canary-20260819	28	1	94:CLOSED	REVIEW-pr-closed
Starlight-Intelligence-System	agent/hermes/starlight-world-palace	19	7	99:CLOSED	REVIEW-pr-closed
Starlight-Intelligence-System	codex/academy-fabric-v0-1-20260829	17	9	112:CLOSED	REVIEW-pr-closed
Starlight-Intelligence-System	codex/constellation-protocol-50	32	7	null:null	KEEP-no-pr-unique
Starlight-Intelligence-System	codex/main-preserve-20260630	61	5	null:null	KEEP-no-pr-unique
Starlight-Intelligence-System	codex/org-field-notes-20	22	2	100:CLOSED	REVIEW-pr-closed
Starlight-Intelligence-System	codex/verceldeploy	21	6	null:null	KEEP-no-pr-unique
vibeclubs	codex/vibeclubs-runtime-proof	72	5	1:CLOSED	REVIEW-pr-closed
starlight-agent-config	agent/claude/main-excellence-control-plane	61	14	2:CLOSED	REVIEW-pr-closed
starlight-agent-config	agent/hermes/agent-product-os	24	2	16:CLOSED	REVIEW-pr-closed
starlight-agent-config	agent/hermes/outcome-intent-wire	36	15	15:CLOSED	REVIEW-pr-closed
starlight-agent-config	agent/hermes/starlight-24x7-supervisor-contract	40	17	13:CLOSED	REVIEW-pr-closed
starlight-agent-config	agent/hermes/voice-queen-main-v21	59	1	6:CLOSED	REVIEW-pr-closed
starlight-agent-config	agent/hermes/voice-queen-readonly-v21	59	14	5:CLOSED	REVIEW-pr-closed
starlight-agent-config	codex/constellation-plugin-pack	32	15	null:null	KEEP-no-pr-unique
starlight-agent-config	codex/estate-email-ops-20260714	63	1	3:CLOSED	REVIEW-pr-closed
starlight-agent-config	codex/learn-skill-intelligence-20260712	66	12	null:null	KEEP-no-pr-unique
starlight-agent-config	codex/main-excellence-control-plane-20260630	67	11	null:null	KEEP-no-pr-unique
starlight-agent-config	codex/memory-skills-reconciliation-20260729	49	14	10:CLOSED	REVIEW-pr-closed
starlight-agent-config	codex/multi-brand-social-os-20260710	67	13	null:null	KEEP-no-pr-unique
starlight-agent-config	codex/overnight-lifecycle-guard-20260712	65	14	null:null	KEEP-no-pr-unique
starlight-agent-config	codex/sds-hardening	32	16	null:null	KEEP-no-pr-unique
starlight-agent-config	codex/subscription-routing-control	58	15	null:null	KEEP-no-pr-unique
